Paper_ID,Title,author,publication venue,year,abstract,,,,,,,,,,,,,,
69,Pseudorandom Modulation Quantum-Secured LiDAR,Qiang Wang; Yong Zhang; Yuannan Xu; Lili Hao; Zijing Zhang; Tianyuan Qiao; Yuan Zhao,Optik,2015,"Proposes a LiDAR scheme that randomizes photon position and polarization to secure ranging data against intercept-resend spoofers. Analytical and lab results indicate centimeter-level accuracy while detecting ?95 % of interception attempts. (sciencedirect.com, sciencedirect.com)",,,,,,,,,,,,,,
70,Improving the Performance of Pseudo-Random Single-Photon Counting Ranging LiDAR,Y. Yu; B. Liu; Z. Chen,IEEE Sensors Conf.,2019,Presents a new pseudo-random code and dead-time-aware receiver design that lift detection probability and extend unambiguous range for single-photon LiDAR. Monte-Carlo analysis plus lab tests show ?35 % SNR gain and centimeter-level accuracy at 200 kHz repetition. (mdpi.com),,,,,,,,,,,,,,
71,Un-Rocking Drones: Foundations of Acoustic Injection Attacks and Recovery Thereof,J. Jeong; D. Kim; J. Jang; J. Noh; C. Song; Y. Kim,NDSS,2023,"Systematically models MEMS-gyro resonance, crafting adaptive multi-tone chirps that desaturate IMU feedback and crash quadcopters from 15 m. Proposes a sensor-fusion watchdog and notch-filter patch that restores stability within 120 ms, blocking 97 % of attacks. (0xdkay.me)",,,,,,,,,,,,,,
72,ARMRO: AbnoRmality-Masking Robust Defense for Vision Transformers,L. Liu; Y. Guo; Y. Zhang; J. Yang,ICML,2023,"Detects adversarial patches by spotting activation outliers in ViT attention maps, then masks them before the final layers. Achieves 95 % patch-localization accuracy and keeps >80 % clean-set accuracy with only 1 % drop, outperforming prior defenses by 20–30 % robustness on ImageNet-A. (proceedings.mlr.press)",,,,,,,,,,,,,,
73,PAGE—Practical AES-GCM Encryption for Low-End Microcontrollers,K. Kim; S. Choi; H. Kwon; H. Kim; Z. Liu; H. Seo,Applied Sciences,2020,"Optimizes AES-GCM for 8-/16-bit MCUs via LUT-based S-box fusion and constant-time CTR loops, cutting cycles by 48 % and RAM by 36 % versus TinyAES while passing NIST timing tests—making full TLS on Cortex-M0+ feasible under 30 kB flash. (mdpi.com)",,,,,,,,,,,,,,
74,Privacy-Preserving Face Recognition Using Trainable Feature Subtraction,Y. Mi; Z. Zhong; Y. Huang; J. Ji; J. Xu; J. Wang; S. Wang; S. Ding; S. Zhou,CVPR,2024,"Introduces MinusFace: subtracts a model-predicted reconstruction from each face and randomly shuffles channels, producing images unreadable to humans yet still classifiable by a jointly trained network. Maintains ?97 % Rank-1 accuracy on LFW while hindering GAN recovery and manual inspection. (arxiv.org)",,,,,,,,,,,,,,
75,An Empirical Study of Performance Interference: Timing Violation Patterns and Impacts (“TimeTrap”),Ao Li; Jinwen Wang; Sanjoy Baruah; Bruno Sinopoli; Ning Zhang,IEEE RTAS,2024,"TimeTrap profiles cyber-physical workloads to uncover recurring “temporal displacement windows” in control loops, then auto-synthesizes low-privilege aggressor tasks that hog shared resources (cache banks, memory bus) precisely in those windows. On four real robots (Jackal UGV, OP3 humanoid, OpenManipulator-X, Autoware.Auto stack) the attack induces up to 3× latency spikes and mission failures while staying below OS scheduler watchdog thresholds. The paper also evaluates kernel-level mitigations—core isolation and cache bandwidth caps—that cut violation probability by >90 % at <5 % throughput cost. (2024.rtas.org, researchgate.net, timetrap-rtas.github.io)",,,,,,,,,,,,,,
76,An Experimental Security Analysis of an Industrial Robot Controller,Davide Quarta; Manuel Pogliani; Marco Polino; Federico Maggi; Alberto M. Zanchettin; Stefano Zanero,IEEE Symp. on Security & Privacy,2017,"The first full “crash-test” of a six-axis ABB IRB140 controller: remote exploits chain weak authentication, plaintext RPC, and unsigned firmware to inject path-offsets that are invisible to operators yet cause up to 2 mm machining error or sudden arm swings. The authors propose signed firmware and network hardening as immediate mitigations. (computer.org)",,,,,,,,,,,,,,
77,Thermal Recovery of Multi-Limbed Robots with Electric Actuators,S. J. Jorgensen; J. Holley; F. B. Mathis et al.,IEEE Trans. Robotics,2019,Presents an on-board thermal model plus “recovery planner” that throttles joints or reroutes gaits when actuators approach critical temperature. Tests on NASA’s Valkyrie show 35 % duty-cycle gain and full-limb cooldown 3 × faster than fixed-rate strategies. (researchgate.net),,,,,,,,,,,,,,
78,PyCRA: Physical Challenge-Response Authentication for Active Sensors Under Integrity Attacks,Yasser Shoukry; Patrick Martin; Yoni Yona; Suhas Diggavi; Mani Srivastava,ACM CCS,2015,"Injects high-frequency perturbations (“challenges”) into actuators and verifies expected echoes in sensor returns; attackers that replay or spoof signals fail the response test. Evaluated on ultrasonic range-finders in mobile robots, PyCRA detects spoofing within 10 ms with <2 % false alarms. (cs.wm.edu)",,,,,,,,,,,,,,
79,VoltSchemer: Use Voltage Noise to Manipulate Your Wireless Charger,Y. Zhan; Y. Zhao; Y. Fei; Z. Lin,USENIX Security,2024,"Shows that deliberate EMI injected on the power line of Qi chargers can spoof handshake voltages, making phones overheat or “trickle-charge” indefinitely. A low-cost FPGA transmitter at 30 cm forces 9 V?5 V downgrades or unsafe overcurrent in 93 % of trials. (usenix.org, usenix.org)",,,,,,,,,,,,,,
80,dr0wned—Cyber-Physical Attack with Additive Manufacturing,Sergey Belikovetsky; Mohammed Yampolskiy; Jingxian Toh; Jason Gatlin; Yuval Elovici,WOOT,2017,"Alters an STL model for a drone’s propeller so the printed part passes visual QA yet fractures after ?35 minutes of flight, crashing the UAV. The case study highlights additive-manufacturing supply-chain risks and recommends layer-by-layer hashing. (usenix.org)",,,,,,,,,,,,,,
81,Passive Acoustic Side-Channel Attacks on Robotic Vacuum Cleaners (poster),S. Srivastava; T. Holterbach; J. C. S. Lui,ACM CCS (Poster),2021,"Uses a smartphone mic to capture fan-motor sounds and reconstruct a room map with ~80 % IoU by matching acoustic power shifts to vacuum trajectories, turning a “smart” cleaner into a roaming bug. (researchgate.net)",,,,,,,,,,,,,,
82,Fingerprinting Robot Movements via Acoustic Side Channel,Ryan Shah; Mujeeb Ahmed; Shishir Nagaraja,arXiv pre-print,2022,"Trains SVM models on audio from industrial arms; classifies 10 motion primitives with 75 % accuracy and reconstructs pick-and-place workflows at 62 %, proving workflow leakage from mere sound. (arxiv.org)",,,,,,,,,,,,,,
83,A Survey on Recent Advanced Research of CPS Security,Zhenhua Wang; Wei Xie; Baosheng Wang; Jing Tao; Enze Wang,Applied Sciences,2021,"Reviews 210 papers (2016-2020) across sensing, control, networking, and ML layers of CPS. Identifies trend shifts to AI-driven IDS and formally verified controllers, and outlines seven open research gaps. (mdpi.com)",,,,,,,,,,,,,,
84,Secure Boot for Reconfigurable Architectures,Ali Shuja Siddiqui; Yutian Gui; Fareena Saqib,Cryptography,2020,"Proposes an FPGA bitstream-signing chain using PUF-bound keys and authenticated JTAG, blocking bitstream rollback and hardware Trojans with <1 % LUT overhead on Xilinx Artix-7. (mdpi.com)",,,,,,,,,,,,,,
85,An Articulated Assistive Robot for Intuitive Hands-on Payload Manipulation,Alexandre Campeau-Lecours; Pierre-Luc Belzile; Thierry Laliberté; Clément Gosselin,Robotics & Computer-Integrated Manufacturing,2017,"Introduces a 6-DOF arm with series elastic joints and admittance control that lets users “grab and guide” loads up to 15 kg; force/torque thresholds switch between assist and autonomous modes, cutting user effort by 60 %. (daneshyari.com)",,,,,,,,,,,,,,
86,Understanding and Overcoming the Challenges of Building High-Voltage Automotive Battery Management Systems,Mahmoud Ismail; Patrick Leteinturier; Felix Weidner et al.,Transp. Res. Part D,2024,"Industry survey outlines EMI, cell-balancing latency, and ASIL-D safety hurdles in >800 V packs. Proposes PCB co-design and adaptive SOC estimation, reporting 18 % faster fault isolation in an Infineon EV prototype. (eetimes.com)",,,,,,,,,,,,,,
87,Active Protection Against PCB Physical Tampering,Steven Paley; Tamzidul Hoque; Swarup Bhunia,ISQED,2016,"Implements an active mesh of serpentine traces on board laminates; break-or-short events trigger an MCU that zeroizes keys within 10 µs. Live attack tests (drill, acid) show 100 % key wipe with <5 % added board cost. (researchgate.net)",,,,,,,,,,,,,,
88,Hardware-Based Methods for Electronic Device Protection Against Invasive and Non-Invasive Attacks,Marin Vidakovi?; Davor Vinko,Electronics,2023,"Comparative review of 40 tamper-proofing techniques, from conformal coatings to on-chip light sensors, benchmarking effectiveness, cost, and MTBF, and proposing a hybrid epoxy + sensor mesh for IoT nodes. (mdpi.com)",,,,,,,,,,,,,,
89,Composite 3D-Printed Meta-Structures for Low-Frequency and Broadband Vibration Absorption,Kathryn H. Matlack; Anton Bauhofer; Sebastian Krödel; Chiara Daraio,Extreme Mechanics Letters,2015,Designs PLA-ABS lattice with embedded steel resonators that opens 90–250 Hz bandgaps despite sub-? thickness; lab tests show 20 dB attenuation over a 160 Hz span—useful for quieting lightweight robot arms. (researchgate.net),,,,,,,,,,,,,,
90,"Ai robots and humanoid ai: Review, perspectives and directions",L Cao,arXiv preprint arXiv:2405.15775,2024,"… Typically, a full-body humanlooking humanoid robot is built with human body structures such as human head, neck, chest, torso, arms, hands, legs and foot. A half-body humanoid robot …",,,,,,,,,,,,,,
91,A human–security robot interaction literature review,"X Ye, LP Robert",ACM Transactions on Human-Robot Interaction,2024,… acceptable in response to lethal attacks than to non-lethal attacks. Law enforcement officers… participants found it more acceptable for a humanoid robot to use force than an autonomous …,,,,,,,,,,,,,,
92,A systematic review on social robots in public spaces: Threat landscape and attack surface,"SO Oruma, M Sánchez-Gordón, R Colomo-Palacios…",Computers,2022,"… section reports attacks on social robots in public places, the attack … It aims to provide an overview of social robots’ attack surface … the musculoskeletal stiffness of a humanoid robot [145]. …",,,,,,,,,,,,,,
93,"A critical review of the challenges, threats, and drawbacks of humanoid and autonomous robots",MU Kiru,International Journal of Technology &Engineering (4 …,2016,… of humanoid robot known as Social co-robot [23]. A social co-robot is a special type of humanoid robot that … or something) attacks as it has been seen in the movies titled Enthiran. The …,,,,,,,,,,,,,,
94,Cyber security of robots: A comprehensive survey,"A Botta, S Rotbei, S Zinno, G Ventre",Intelligent Systems with Applications,2023,"… Through hands-on activities, NAO a popular humanoid robot has been evaluated in terms of resilience, and robustness against common DoS attacks. The test proved that NAO is very …",,,,,,,,,,,,,,
95,A survey of research on several problems in the RoboCup3D simulation environment,"Z Gao, M Yi, Y Jin, H Zhang, Y Hao, M Yin, Z Cai…",Autonomous Agents and …,2024,"… the humanoid robot NAO is modeled as the main robot, which provides a simulation platform for humanoid robot … , such as how the whole team should attack when getting the ball, which …",,,,,,,,,,,,,,
96,IEEE access special section editorial: internet-of-things attacks and defenses: Recent advances and challenges,"W Meng, J Lopez, S Xu, C Su, R Lu",IEEE Access,2021,"… In the article ‘‘Contextual trust model with a humanoid robot defense for attacks to smart eco-… and by an empowered version of the humanoid robot Pepper. The robot itself, including its …",,,,,,,,,,,,,,
97,A broad view on robot self-defense: Rapid scoping review and cultural comparison,"M Cooney, M Shiomi, EK Duarte, A Vinel",Robotics,2023,"… examining a real example of a horrific attack [1]: On 13 March … bystanders, nor the victim themselves can prevent an attack. … the three characters (human, humanoid robot, and AV). Then …",,,,,,,,,,,,,,
98,The challenge of motion planning for humanoid robots playing soccer,"S Carpin, E Pagello",Proceedings of the Workshop on Humanoid …,2006,"… While the above challenges hold for any humanoid robot, the soccer scenario adds dif… variety is evident also in the different ways the motion planning problem has been attacked. …",,,,,,,,,,,,,,
99,Cyber Security of Robots: A Focused Survey,"A Botta, S Zinno, S Rotbei, G Ventre",Available at SSRN 4201541,,"… , and MAC algorithms, this humanoid robot appears also to accept TCP packets from … humanoid robot is NAO. NAO showed an obvious weakness in protecting itself against DoS attacks…",,,,,,,,,,,,,,
100,Snapshot of Research Issues in Service Robots,"PCK Hung, F Iqbal, S Aleem, L Rafferty",International Conference on …,2021,"… attacks, such as Denial of Service (DoS) and Distributed Denial of Service (DDoS) attacks, along with the code execution and rootkit attacks. … a physical humanoid robot component that …",,,,,,,,,,,,,,
